Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
11071.28,6.0,64.0,110.32880339394956,110.32880339394956,0.0,0.04,0.07,0.25,0.4,0.75,0.0,0.0,0.04,0.12,1.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7406.64,209.3,1141.48,667.2263699521153,387.6934565644705,724.42,84666957.44857535,9.5,33.58827086723099,548.4803854006418,222255.9089607244,0.86,141.55
7589.22,6.0,64.0,417.47208090957554,417.47208090957554,0.0,0.07,0.05,0.22,0.45,0.78,0.0,0.0,0.07,0.14,1.76,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7680.17,461.76,1013.93,737.1201245299678,205.643315378034,751.66,84666957.44939815,9.5,34.03513245178546,290.823200556834,69340.01640424969,0.82,141.55
4372.02,6.0,64.0,174.31035123059664,174.31035123059664,0.0,0.07,0.0,0.38,0.35,0.62,0.0,0.0,0.1,0.0,3.09,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5061.24,113.41,1025.48,474.8525330595188,367.7799920338811,542.38,84666957.45050317,9.5,27.63308832687564,518.6743650585094,210747.024302734,0.8,141.55
11272.74,6.0,64.0,92.17814023688004,92.17814023688004,0.0,0.01,0.01,0.36,0.43,0.64,0.0,0.0,0.02,0.01,3.87,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8040.04,360.02,1367.82,808.6957334682862,374.3026407046026,754.64,84666957.4510551,9.5,37.825530848354,527.6137506403667,176523.36746075188,0.86,141.55
14928.24,6.0,64.0,92.25296227808391,92.25296227808391,0.0,0.01,0.0,0.38,0.42,0.62,0.0,0.0,0.01,0.0,3.7,11.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9259.52,261.7,1420.02,902.9773653816086,478.81418664383983,807.32,84666957.45157008,9.5,41.20395292200676,676.6091099565693,270601.6031686778,0.9,141.55
16104.16,6.0,64.0,109.18994130919776,109.18994130919776,0.0,0.01,0.0,0.49,0.34,0.51,0.0,0.0,0.01,0.0,5.72,12.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6925.46,244.66,867.96,612.7137175818677,243.18266753663968,680.64,84666957.45232797,9.5,29.92107820420333,343.81528836802835,120011.3478363679,0.55,141.55
7740.83,6.0,64.0,249.9326754203836,249.9326754203836,0.0,0.0,0.0,0.29,0.26,0.71,0.0,0.0,0.02,0.0,3.87,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8005.62,267.34,1209.8,805.122390948319,344.3261288010294,663.08,84666957.45359364,9.5,36.26052254326696,486.9924099422514,172761.37708048313,0.93,141.55
19122.81,6.0,64.0,103.767024201576,103.767024201576,0.0,0.0,0.07,0.37,0.37,0.63,0.0,0.0,0.0,0.07,5.42,14.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8063.37,280.96,1368.8,780.954230099407,469.7366355080524,752.71,84666957.45407547,9.5,37.558068525511096,663.8012706821536,285585.6578830907,0.82,141.55
4098.66,6.0,64.0,1241.7268564439964,1241.7268564439964,0.0,0.0,0.14,0.48,0.24,0.38,0.0,0.0,0.03,0.14,10.05,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3467.63,111.61,789.4,321.53746459646305,254.1038382704056,344.76,84666957.45473003,9.5,22.226479011948104,358.1008303575034,130804.460889957,0.59,141.55
5050.02,6.0,64.0,176.28544882852978,176.28544882852978,0.0,0.0,0.02,0.25,0.41,0.73,0.0,0.0,0.22,0.02,8.5,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6251.62,135.92,1240.4,611.4634773214401,455.4555898137547,506.32,84666957.45546384,9.5,32.65968261450201,644.4290298435379,263875.0270571804,0.86,141.55
2120.43,6.0,64.0,160.6050851394228,160.6050851394228,0.0,0.0,0.0,0.18,0.46,0.82,0.0,0.0,0.03,0.0,4.08,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6140.85,134.78,1140.83,546.6566615524998,410.4882060519101,574.88,84666957.45576172,9.5,31.105566979865248,580.928011278069,239126.77381988327,0.92,141.55
3686.44,6.0,64.0,143.6589161908229,143.6589161908229,0.0,0.0,0.01,0.35,0.31,0.65,0.0,0.0,0.05,0.01,6.33,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3574.75,117.41,886.83,363.0100769271578,288.60682471110056,364.93,84666957.45666689,9.5,24.672067784443044,408.09922979223126,136228.49760253864,0.9,141.55
7030.97,6.0,64.0,698.0436568942573,698.0436568942573,0.0,0.0,0.0,0.5,0.23,0.5,0.0,0.0,0.03,0.0,6.83,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4773.81,54.96,916.6,395.6072855806904,319.33697521455343,487.88,84666957.45751083,9.5,24.332700788298293,452.0573364296752,181441.4256890737,0.68,141.55
9583.44,6.0,64.0,42.69195107566897,42.69195107566897,0.0,0.0,0.06,0.24,0.35,0.7,0.0,0.0,0.17,0.12,5.81,8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7513.91,412.78,1139.58,722.9669822741758,260.88440870968327,704.8,84666957.45800851,9.5,33.54467475985409,368.1462200914413,122024.44568045298,0.86,141.55
5440.17,6.0,64.0,34.68919920756435,34.68919920756435,0.0,0.01,0.03,0.23,0.45,0.74,0.0,0.0,0.4,0.06,4.74,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4836.5,82.05,839.04,424.6265175384901,283.387316779119,460.08,84666957.45844154,9.5,25.88597558244664,400.772080980178,147103.57126048618,0.93,141.55
10972.0,6.0,64.0,44.89775711862072,44.89775711862072,0.0,0.01,0.0,0.34,0.25,0.66,0.0,0.0,0.29,0.0,6.26,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8618.58,406.36,1396.82,870.1939782175168,418.44227272519015,752.3,84666957.45923054,9.5,39.50287779175419,592.3276659468719,258881.9977622095,0.75,141.55
5468.28,6.0,64.0,12566.371717581656,12566.371717581656,0.0,0.01,0.01,0.43,0.28,0.56,0.0,0.0,0.21,0.02,4.2,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2294.42,57.24,619.26,225.10855778896027,226.6558368099965,200.24,84666957.45968881,9.5,18.57174080060832,320.874292641575,133536.08629565514,0.9,141.55
6912.45,6.0,64.0,102.12618609630849,102.12618609630849,0.0,0.01,0.05,0.34,0.19,0.66,0.0,0.0,0.1,0.09,6.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3769.86,94.7,660.8,323.3375051987916,229.4839597464274,414.08,84666957.46052727,9.5,21.55602954709504,324.8468773583464,134267.6895040687,0.78,141.55
12465.16,6.0,64.0,95.02183795874583,95.02183795874583,0.0,0.02,0.0,0.35,0.26,0.65,0.0,0.0,0.04,0.08,8.18,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6106.92,337.56,818.36,587.689847336444,183.7916856047043,585.84,84666957.46196088,9.5,28.499223068323907,259.2467807434877,79854.27686913409,0.78,141.55
8163.78,6.0,64.0,34.97858350506053,34.97858350506053,0.0,0.0,0.01,0.3,0.44,0.7,0.0,0.0,0.23,0.01,3.29,10.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3183.26,127.87,793.87,324.21342049479586,254.6966635869382,295.12,84666957.46245651,9.5,22.86340651506192,360.51121311206015,139138.73013579755,0.76,141.55
3931.07,6.0,64.0,26.9592892316732,26.9592892316732,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.05,0.0,0.93,10.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5037.46,246.32,1004.56,519.4225683392115,286.04894052101935,451.85,84666957.46275745,9.5,29.699425667474483,404.917232406619,143746.0664145458,0.83,141.55
1910.2,6.0,64.0,45.263338686080814,45.263338686080814,0.0,0.02,0.09,0.12,0.53,0.88,0.0,0.0,0.02,0.17,6.78,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5816.88,258.89,955.62,496.8825707530773,275.15193133795384,638.06,84666957.46321183,9.5,28.12956432097249,389.1538802366591,136173.6415654374,0.87,141.55
6938.42,6.0,64.0,41.56317249781641,41.56317249781641,0.0,0.0,0.0,0.11,0.45,0.89,0.0,0.0,0.11,0.0,7.89,7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9343.92,323.93,1306.47,850.8054811655063,412.165370372347,886.68,84666957.4638826,9.5,39.35844976707602,582.9895777374561,221830.4112599338,0.93,141.55
5677.55,6.0,64.0,49.75689459999401,49.75689459999401,0.0,0.0,0.11,0.18,0.21,0.75,0.0,0.0,0.06,0.22,5.85,7.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4645.53,105.21,1123.28,465.4774958060087,422.3291243995199,419.28,84666957.46444741,9.5,27.80138691204296,597.4626036911909,260644.15929237625,0.83,141.55
2615.05,6.0,64.0,25.992743118885173,25.992743118885173,0.0,0.01,0.38,0.21,0.12,0.75,0.0,0.0,0.22,0.58,2.32,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2221.68,61.07,571.05,216.40355598439228,210.2678196142748,193.9,84666957.46501787,9.5,18.34860012359585,293.29590431878825,122673.06823823716,0.92,141.55
11191.53,6.0,64.0,41.09312655661181,41.09312655661181,0.0,0.0,0.04,0.37,0.31,0.59,0.0,0.0,0.28,0.2,7.38,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3857.61,100.18,860.1,331.78498192081395,304.4868470494032,464.69,84666957.46559617,9.5,22.74440624159051,429.3919331649289,174471.79773941144,0.79,141.55
4657.24,6.0,64.0,61.35375826058541,61.35375826058541,0.0,0.01,0.09,0.52,0.22,0.4,0.0,0.0,0.21,0.37,5.3,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2509.23,59.78,581.69,222.0372703970436,216.38670907446533,217.0,84666957.46661586,9.5,18.804961123077664,306.2354118151748,124667.41797226056,0.68,141.55
6396.39,6.0,64.0,388.8020976179735,388.8020976179735,0.0,0.0,0.01,0.47,0.22,0.53,0.0,0.0,0.11,0.01,6.73,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3830.99,68.6,812.02,314.07071027059453,278.110431860461,465.92,84666957.4668786,9.5,21.452093699692224,393.578973392135,157442.7789521521,0.7,141.55
5794.61,6.0,64.0,108.85196426925356,108.85196426925356,0.0,0.02,0.02,0.31,0.39,0.69,0.0,0.0,0.03,0.08,10.5,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5930.16,176.5,916.51,506.4266454067089,296.6721076100386,630.23,84666957.46756142,9.5,27.73072688286465,419.1001273802396,151437.66118123906,0.88,141.55
8324.18,6.0,64.0,298.85820535225423,298.85820535225423,0.0,0.07,0.01,0.28,0.36,0.71,0.0,0.0,0.21,0.16,8.17,7.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7252.01,160.82,1137.36,686.8966075623291,413.49747138818367,603.01,84666957.46824385,9.5,33.87673471939367,584.7968340661346,246205.92675446364,0.9,141.55
15310.35,6.0,64.0,71.50894884507562,71.50894884507562,0.0,0.0,0.01,0.15,0.43,0.85,0.0,0.0,0.13,0.03,14.88,13.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9175.92,217.64,1290.42,780.7913905815117,450.84592006620585,902.81,84666957.4688303,9.5,37.34791188248459,637.8195342942053,269216.9571451748,0.83,141.55
14844.43,6.0,64.0,512.4957878292234,512.4957878292234,0.0,0.01,0.0,0.35,0.36,0.65,0.0,0.0,0.03,0.03,13.53,11.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8876.48,157.96,1455.72,879.9537135403298,528.0142934122441,772.66,84666957.46962857,9.5,40.68316261794129,747.2697158793428,309180.8713738854,0.93,141.55
7074.01,6.0,64.0,426.0235674280126,426.0235674280126,0.0,0.01,0.0,0.28,0.22,0.72,0.0,0.0,0.16,0.01,3.95,11.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6068.09,174.09,949.36,586.4566665418774,292.2155982496668,524.19,84666957.47015475,9.5,29.44380254429641,410.8085195621783,165177.657246794,0.84,141.55
9190.91,6.0,64.0,105.9926215576756,105.9926215576756,0.0,0.06,0.0,0.37,0.35,0.63,0.0,0.0,0.2,0.16,5.82,11.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4217.58,94.72,1181.87,379.3318568825825,399.9933804621367,414.03,84666957.47086042,9.5,25.83147050860284,565.9616023745903,209683.43929035327,0.88,141.55
17485.86,6.0,64.0,69.61358766820635,69.61358766820635,0.0,0.04,0.11,0.14,0.39,0.79,0.0,0.0,0.18,0.22,15.94,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8530.8,309.14,1328.0,797.5536715400181,441.0682096178647,784.74,84666957.47126345,9.5,37.81048948731952,623.9966100766826,253850.57587128333,0.91,141.55
34664.22,6.0,64.0,130.8500672273885,130.8500672273885,0.0,0.0,0.0,0.19,0.45,0.81,0.0,0.0,0.02,0.0,29.38,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12388.02,603.86,1514.0,1232.215635850991,370.15799512138847,1138.18,84666957.47197457,9.5,49.39414054421746,523.5365626028255,190978.2381765096,0.87,141.55
33700.45,6.0,64.0,114.74529016492345,114.74529016492345,0.0,0.0,0.09,0.19,0.5,0.81,0.0,0.0,0.26,0.09,21.56,27.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7583.16,138.94,1180.08,648.3040501561562,429.6622128039362,822.48,84666957.47278099,9.5,33.39097537920215,607.6689088520502,247146.3850498451,0.94,141.55
12854.55,6.0,64.0,57.845933371104245,57.845933371104245,0.0,0.01,0.03,0.26,0.44,0.73,0.0,0.0,0.45,0.06,9.6,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3787.86,84.57,1030.55,348.7793821993281,315.48159854201754,377.08,84666957.47333178,9.5,24.04523318766212,444.6583383101337,149770.8722647762,0.88,141.55
10017.37,6.0,64.0,72.58905803647608,72.58905803647608,0.0,0.0,0.21,0.28,0.27,0.72,0.0,0.0,0.33,0.21,5.56,11.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5615.4,118.44,1263.7,529.2889328719097,478.9535536323984,614.6,84666957.47412476,9.5,30.56348231042305,677.3723449684574,285486.98334213335,0.88,141.55
14265.43,6.0,64.0,67.53602229254552,67.53602229254552,0.0,0.0,0.0,0.07,0.58,0.93,0.0,0.0,0.29,0.0,14.44,14.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10513.53,304.85,1494.23,1050.164926013486,472.39961773598674,932.76,84666957.47474995,9.5,45.36122210003085,667.6340826056861,258047.0123902697,0.91,141.55
8790.12,6.0,64.0,27.343972114869185,27.343972114869185,0.0,0.0,0.0,0.02,0.81,0.98,0.0,0.0,0.45,0.0,5.15,13.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7176.28,188.1,1324.21,658.0890099267348,441.6410267028659,719.29,84666957.47545902,9.5,35.32076008847814,624.3125788561792,233068.87418019283,0.94,141.55
6031.2,6.0,64.0,24.99990315949632,24.99990315949632,0.0,0.01,0.0,0.04,0.62,0.96,0.0,0.0,0.53,0.0,3.55,12.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7170.68,225.13,1402.37,665.4828017231736,453.6001645462296,685.4,84666957.47633761,9.5,35.7345062189398,641.9079808882377,236477.39980493428,0.93,141.55
6361.18,6.0,64.0,31.9829083939053,31.9829083939053,0.0,0.0,0.0,0.1,0.54,0.9,0.0,0.0,0.4,0.03,6.4,12.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3294.45,131.49,939.8,339.18130264287663,284.7206066442599,344.45,84666957.47678643,9.5,23.917441660115493,402.3660636246132,133755.57967644176,0.92,141.55
7308.94,6.0,64.0,38.60308407239465,38.60308407239465,0.0,0.0,0.02,0.09,0.61,0.89,0.0,0.0,0.12,0.04,6.66,13.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4763.42,184.09,710.6,483.5097325580337,236.71646632058344,415.73,84666957.47727785,9.5,27.758373212970955,334.6459349516042,144134.10455087834,0.63,141.55
5361.37,6.0,64.0,31.46029136686692,31.46029136686692,0.0,0.0,0.04,0.06,0.71,0.91,0.0,0.0,0.12,0.22,4.75,12.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4519.4,84.67,679.36,399.7316851995614,210.67892727785565,380.27,84666957.47799334,9.5,25.77122079519378,297.7266646301336,97666.45737334988,0.81,141.55
12269.7,6.0,64.0,40.20816969563004,40.20816969563004,0.0,0.0,0.06,0.34,0.41,0.66,0.0,0.0,0.25,0.12,7.24,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5195.58,100.17,1005.21,472.4685721258445,358.474752678726,524.87,84666957.47896469,9.5,27.923478893547244,506.19805214277176,200111.827893191,0.8,141.55
11255.21,6.0,64.0,34.06404319058376,34.06404319058376,0.0,0.02,0.13,0.12,0.34,0.78,0.0,0.0,0.34,0.38,6.23,14.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4590.96,200.46,765.3,465.7141325602072,212.2512008907065,377.52,84666957.47992104,9.5,25.748012824838224,300.5097675230349,109106.3733104022,0.81,141.55
8696.27,6.0,64.0,25.86019119601831,25.86019119601831,0.0,0.1,0.04,0.27,0.3,0.73,0.0,0.0,0.53,0.4,3.98,13.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5514.89,99.54,895.68,537.6035673518518,305.5213222087829,462.37,84666957.48108412,9.5,28.41522960103641,432.35052581285805,169045.3981526405,0.93,141.55
12888.02,6.0,64.0,31.77903566092544,31.77903566092544,0.0,0.13,0.04,0.03,0.47,0.93,0.0,0.0,0.59,0.5,3.24,18.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5425.79,106.54,1336.68,519.5938080781448,510.5178784234046,583.24,84666957.48165593,9.5,30.86897819459711,722.3216528361902,310347.6878953666,0.93,141.55
7333.47,6.0,64.0,19.84976497668089,19.84976497668089,0.0,0.06,0.34,0.01,0.46,0.65,0.0,0.0,0.46,0.76,2.25,11.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5499.81,118.15,1080.25,521.0665445280983,391.323964486074,504.26,84666957.48199223,9.5,29.99940185750746,553.5764147469336,223329.15370406013,0.91,141.55
9910.51,6.0,64.0,29.44130813116419,29.44130813116419,0.0,0.01,0.0,0.08,0.54,0.92,0.0,0.0,0.54,0.06,6.6,16.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3899.39,100.14,742.64,338.3514051047851,239.57979993086576,438.95,84666957.48259912,9.5,23.51103887721701,338.20015025538686,120197.91874225886,0.86,141.55
12990.91,6.0,64.0,40.716877860910266,40.716877860910266,0.0,0.0,0.01,0.17,0.53,0.82,0.0,0.0,0.4,0.06,8.82,15.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6121.35,112.54,1182.59,562.019102222511,467.48580927630826,558.1,84666957.48369037,9.5,31.69983809427224,661.7897163751284,300300.2718151416,0.74,141.55
9136.51,6.0,64.0,39.38825067760523,39.38825067760523,0.0,0.0,0.01,0.0,0.79,0.99,0.0,0.0,0.48,0.04,6.28,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7305.99,354.91,916.3,667.1750352530166,219.4173232574309,681.3,84666957.48391852,9.5,33.72531820476428,310.50303688153286,105818.51251802362,0.75,141.55
7074.1,6.0,64.0,32.003041554745565,32.003041554745565,0.0,0.02,0.05,0.23,0.47,0.75,0.0,0.0,0.42,0.17,5.63,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4118.13,146.84,854.33,426.2205685881026,261.04201184977444,330.77,84666957.48458083,9.5,25.87119949932599,367.1293983272061,134488.6723064074,0.76,141.55
8061.75,6.0,64.0,28.1498737180565,28.1498737180565,0.0,0.0,0.01,0.22,0.41,0.78,0.0,0.0,0.53,0.29,6.43,14.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4447.93,124.68,794.15,404.2019257966836,297.0724758808677,514.49,84666957.48531622,9.5,25.141776568412496,419.9380483137768,186770.20928360484,0.83,141.55
15788.94,6.0,64.0,36.62444214624276,36.62444214624276,0.0,0.0,0.09,0.23,0.34,0.77,0.0,0.0,0.71,0.11,5.81,23.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6145.75,134.08,1060.96,565.6474184408643,379.7943737780773,606.95,84666957.48600905,9.5,30.57357263959992,537.4929677070788,220425.0628705167,0.88,141.55
7596.86,6.0,64.0,40.46214645106527,40.46214645106527,0.0,0.0,0.02,0.11,0.55,0.88,0.0,0.0,0.2,0.13,9.43,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4829.15,233.79,766.31,446.033829194799,199.15366379532924,507.83,84666957.48699081,9.5,26.082916287587874,280.76609057269457,95998.64706251732,0.83,141.55
21305.62,6.0,64.0,37.17511682753746,37.17511682753746,0.0,0.0,0.05,0.22,0.44,0.78,0.0,0.0,0.91,0.05,3.28,26.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9655.35,521.74,1399.76,925.5034112208313,372.12978893748345,908.51,84666957.48753612,9.5,41.08051050521704,526.4689848876283,177356.88549736273,0.94,141.55
22725.25,6.0,64.0,42.25498763964211,42.25498763964211,0.0,0.0,0.01,0.31,0.45,0.69,0.0,0.0,0.46,0.21,7.76,23.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5249.48,91.08,981.36,447.6556074938993,370.9849426197756,511.87,84666957.48802768,9.5,27.20266345984794,524.7360586187779,215566.46066620905,0.73,141.55
20007.89,6.0,64.0,38.41083455414807,38.41083455414807,0.0,0.0,0.04,0.24,0.31,0.72,0.0,0.0,0.66,0.08,4.71,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6402.15,464.8,711.58,619.4645981936451,88.05770115512306,611.86,84666957.48868054,9.5,28.88414260264995,117.30337752644064,20072.755583741386,0.74,141.55
11737.91,6.0,64.0,30.176213834460142,30.176213834460142,0.0,0.01,0.07,0.43,0.19,0.51,0.0,0.0,0.45,0.45,6.91,14.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4818.14,176.28,1188.08,535.3046302472037,424.055027461207,426.58,84666957.48953265,9.5,29.8976491654942,597.3118347451247,256612.3112846917,0.87,141.55
12393.99,6.0,64.0,33.89350876634469,33.89350876634469,0.0,0.04,0.05,0.6,0.13,0.35,0.0,0.0,0.81,0.5,8.46,18.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2385.72,62.34,565.56,200.0752125329521,186.50359070092395,279.65,84666957.48999773,9.5,17.279260340535266,264.0546886247241,99068.6401705445,0.77,141.55
21767.5,6.0,64.0,51.61766632971184,51.61766632971184,0.0,0.0,0.0,0.51,0.31,0.49,0.0,0.0,0.95,0.01,14.74,28.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5994.66,143.01,918.3,546.3971929008384,329.1945965037534,613.2,84666957.49069066,9.5,29.12377667383274,465.1410411522779,191748.36405467577,0.75,141.55
16395.8,6.0,64.0,45.24392098560148,45.24392098560148,0.0,0.0,0.21,0.46,0.05,0.33,0.0,0.0,0.51,0.6,14.19,19.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1899.5,60.0,617.4,177.6724034007788,197.3521824850727,171.62,84666957.49135357,9.5,16.919348867169735,279.51670270970834,106967.24219492856,0.63,141.55
